timeId,name,keywordId,count
74,samfund : skolväsen : undervisningsmateriel,1,203
75,samfund : skolväsen : undervisningsmateriel,1,21
76,samfund : skolväsen : undervisningsmateriel,1,57
77,samfund : skolväsen : undervisningsmateriel,1,91
78,samfund : skolväsen : undervisningsmateriel,1,157
79,samfund : skolväsen : undervisningsmateriel,1,1807
80,samfund : skolväsen : undervisningsmateriel,1,188
81,samfund : skolväsen : undervisningsmateriel,1,162
82,samfund : skolväsen : undervisningsmateriel,1,152
83,samfund : skolväsen : undervisningsmateriel,1,63
84,samfund : skolväsen : undervisningsmateriel,1,90
85,samfund : skolväsen : undervisningsmateriel,1,88
86,samfund : skolväsen : undervisningsmateriel,1,4645
87,samfund : skolväsen : undervisningsmateriel,1,203
